datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,date,hour,month,day,season_label,weather_label,casual_ratio,registered_ratio,temp_bucket,humidity_bucket
2011-04-14 20:00:00,2,0,1,1,20.5,24.24,51,12.998,22,147,169,2011-04-14,20,4,Thursday,Summer,Clear,0.1301775147928994,0.8698224852071006,20-30,"(40.0, 60.0]"
2011-04-14 21:00:00,2,0,1,1,18.86,22.725,63,8.9981,19,126,145,2011-04-14,21,4,Thursday,Summer,Clear,0.1310344827586207,0.8689655172413793,10-20,"(60.0, 80.0]"
2011-04-14 22:00:00,2,0,1,1,19.68,23.485,55,7.0015,22,82,104,2011-04-14,22,4,Thursday,Summer,Clear,0.21153846153846154,0.7884615384615384,10-20,"(40.0, 60.0]"
2011-04-14 23:00:00,2,0,1,1,18.86,22.725,59,7.0015,7,40,47,2011-04-14,23,4,Thursday,Summer,Clear,0.14893617021276595,0.851063829787234,10-20,"(40.0, 60.0]"
2011-04-15 00:00:00,2,1,0,1,18.04,21.97,67,0.0,6,21,27,2011-04-15,0,4,Friday,Summer,Clear,0.2222222222222222,0.7777777777777778,10-20,"(60.0, 80.0]"
2011-04-15 01:00:00,2,1,0,1,18.04,21.97,62,0.0,6,9,15,2011-04-15,1,4,Friday,Summer,Clear,0.4,0.6,10-20,"(60.0, 80.0]"
2011-04-15 02:00:00,2,1,0,1,16.4,20.455,76,0.0,8,10,18,2011-04-15,2,4,Friday,Summer,Clear,0.4444444444444444,0.5555555555555556,10-20,"(60.0, 80.0]"
2011-04-15 03:00:00,2,1,0,1,16.4,20.455,76,0.0,0,3,3,2011-04-15,3,4,Friday,Summer,Clear,0.0,1.0,10-20,"(60.0, 80.0]"
2011-04-15 04:00:00,2,1,0,1,15.58,19.695,82,6.0032,0,3,3,2011-04-15,4,4,Friday,Summer,Clear,0.0,1.0,10-20,"(80.0, 100.0]"
2011-04-15 05:00:00,2,1,0,1,14.76,18.18,81,7.0015,2,11,13,2011-04-15,5,4,Friday,Summer,Clear,0.15384615384615385,0.8461538461538461,10-20,"(80.0, 100.0]"
2011-04-15 06:00:00,2,1,0,1,14.76,18.18,81,6.0032,5,42,47,2011-04-15,6,4,Friday,Summer,Clear,0.10638297872340426,0.8936170212765957,10-20,"(80.0, 100.0]"
2011-04-15 07:00:00,2,1,0,1,16.4,20.455,71,11.0014,10,139,149,2011-04-15,7,4,Friday,Summer,Clear,0.06711409395973154,0.9328859060402684,10-20,"(60.0, 80.0]"
2011-04-15 08:00:00,2,1,0,1,18.04,21.97,62,19.9995,21,279,300,2011-04-15,8,4,Friday,Summer,Clear,0.07,0.93,10-20,"(60.0, 80.0]"
2011-04-15 09:00:00,2,1,0,1,20.5,24.24,55,12.998,16,162,178,2011-04-15,9,4,Friday,Summer,Clear,0.0898876404494382,0.9101123595505618,20-30,"(40.0, 60.0]"
2011-04-15 10:00:00,2,1,0,1,20.5,24.24,55,12.998,31,91,122,2011-04-15,10,4,Friday,Summer,Clear,0.2540983606557377,0.7459016393442623,20-30,"(40.0, 60.0]"
2011-04-15 11:00:00,2,1,0,1,21.32,25.0,55,12.998,41,95,136,2011-04-15,11,4,Friday,Summer,Clear,0.3014705882352941,0.6985294117647058,20-30,"(40.0, 60.0]"
2011-04-15 12:00:00,2,1,0,1,21.32,25.0,55,19.0012,45,155,200,2011-04-15,12,4,Friday,Summer,Clear,0.225,0.775,20-30,"(40.0, 60.0]"
2011-04-15 13:00:00,2,1,0,1,22.14,25.76,52,16.9979,47,133,180,2011-04-15,13,4,Friday,Summer,Clear,0.2611111111111111,0.7388888888888889,20-30,"(40.0, 60.0]"
2011-04-15 14:00:00,2,1,0,1,22.14,25.76,52,16.9979,57,106,163,2011-04-15,14,4,Friday,Summer,Clear,0.3496932515337423,0.6503067484662577,20-30,"(40.0, 60.0]"
2011-04-15 15:00:00,2,1,0,1,22.14,25.76,52,30.0026,50,112,162,2011-04-15,15,4,Friday,Summer,Clear,0.30864197530864196,0.691358024691358,20-30,"(40.0, 60.0]"
2011-04-15 16:00:00,2,1,0,1,21.32,25.0,55,32.9975,70,173,243,2011-04-15,16,4,Friday,Summer,Clear,0.2880658436213992,0.7119341563786008,20-30,"(40.0, 60.0]"
2011-04-15 17:00:00,2,1,0,2,20.5,24.24,63,26.0027,64,267,331,2011-04-15,17,4,Friday,Summer,Cloudy,0.1933534743202417,0.8066465256797583,20-30,"(60.0, 80.0]"
2011-04-15 18:00:00,2,1,0,2,18.86,22.725,67,26.0027,47,216,263,2011-04-15,18,4,Friday,Summer,Cloudy,0.17870722433460076,0.8212927756653993,10-20,"(60.0, 80.0]"
2011-04-15 19:00:00,2,1,0,1,17.22,21.21,77,26.0027,41,168,209,2011-04-15,19,4,Friday,Summer,Clear,0.19617224880382775,0.8038277511961722,10-20,"(60.0, 80.0]"
2011-04-15 20:00:00,2,1,0,2,16.4,20.455,76,22.0028,26,92,118,2011-04-15,20,4,Friday,Summer,Cloudy,0.22033898305084745,0.7796610169491526,10-20,"(60.0, 80.0]"
2011-04-15 21:00:00,2,1,0,2,16.4,20.455,76,19.9995,25,77,102,2011-04-15,21,4,Friday,Summer,Cloudy,0.24509803921568626,0.7549019607843137,10-20,"(60.0, 80.0]"
2011-04-15 22:00:00,2,1,0,2,15.58,19.695,82,26.0027,16,64,80,2011-04-15,22,4,Friday,Summer,Cloudy,0.2,0.8,10-20,"(80.0, 100.0]"
2011-04-15 23:00:00,2,1,0,2,14.76,17.425,81,12.998,8,56,64,2011-04-15,23,4,Friday,Summer,Cloudy,0.125,0.875,10-20,"(80.0, 100.0]"
2011-04-16 00:00:00,2,0,0,2,14.76,17.425,81,15.0013,7,36,43,2011-04-16,0,4,Saturday,Summer,Cloudy,0.16279069767441862,0.8372093023255814,10-20,"(80.0, 100.0]"
2011-04-16 01:00:00,2,0,0,2,14.76,16.665,87,19.0012,5,28,33,2011-04-16,1,4,Saturday,Summer,Cloudy,0.15151515151515152,0.8484848484848485,10-20,"(80.0, 100.0]"
2011-04-16 02:00:00,2,0,0,2,14.76,17.425,87,8.9981,5,19,24,2011-04-16,2,4,Saturday,Summer,Cloudy,0.20833333333333334,0.7916666666666666,10-20,"(80.0, 100.0]"
2011-04-16 03:00:00,2,0,0,2,14.76,17.425,87,11.0014,5,9,14,2011-04-16,3,4,Saturday,Summer,Cloudy,0.35714285714285715,0.6428571428571429,10-20,"(80.0, 100.0]"
2011-04-16 04:00:00,2,0,0,2,14.76,17.425,87,15.0013,1,4,5,2011-04-16,4,4,Saturday,Summer,Cloudy,0.2,0.8,10-20,"(80.0, 100.0]"
2011-04-16 05:00:00,2,0,0,2,15.58,19.695,87,19.0012,1,3,4,2011-04-16,5,4,Saturday,Summer,Cloudy,0.25,0.75,10-20,"(80.0, 100.0]"
2011-04-16 06:00:00,2,0,0,3,16.4,20.455,82,22.0028,1,9,10,2011-04-16,6,4,Saturday,Summer,Light rain/snow,0.1,0.9,10-20,"(80.0, 100.0]"
2011-04-16 07:00:00,2,0,0,2,16.4,20.455,82,27.9993,3,18,21,2011-04-16,7,4,Saturday,Summer,Cloudy,0.14285714285714285,0.8571428571428571,10-20,"(80.0, 100.0]"
2011-04-16 08:00:00,2,0,0,3,16.4,20.455,87,23.9994,7,38,45,2011-04-16,8,4,Saturday,Summer,Light rain/snow,0.15555555555555556,0.8444444444444444,10-20,"(80.0, 100.0]"
2011-04-16 09:00:00,2,0,0,3,16.4,20.455,100,19.9995,2,27,29,2011-04-16,9,4,Saturday,Summer,Light rain/snow,0.06896551724137931,0.9310344827586207,10-20,"(80.0, 100.0]"
2011-04-16 10:00:00,2,0,0,3,17.22,21.21,94,26.0027,1,21,22,2011-04-16,10,4,Saturday,Summer,Light rain/snow,0.045454545454545456,0.9545454545454546,10-20,"(80.0, 100.0]"
2011-04-16 11:00:00,2,0,0,3,17.22,21.21,94,30.0026,4,27,31,2011-04-16,11,4,Saturday,Summer,Light rain/snow,0.12903225806451613,0.8709677419354839,10-20,"(80.0, 100.0]"
2011-04-16 12:00:00,2,0,0,2,18.86,22.725,88,39.0007,6,26,32,2011-04-16,12,4,Saturday,Summer,Cloudy,0.1875,0.8125,10-20,"(80.0, 100.0]"
2011-04-16 13:00:00,2,0,0,3,18.86,22.725,94,35.0008,9,49,58,2011-04-16,13,4,Saturday,Summer,Light rain/snow,0.15517241379310345,0.8448275862068966,10-20,"(80.0, 100.0]"
2011-04-16 14:00:00,2,0,0,3,21.32,25.0,83,39.0007,14,49,63,2011-04-16,14,4,Saturday,Summer,Light rain/snow,0.2222222222222222,0.7777777777777778,20-30,"(80.0, 100.0]"
2011-04-16 15:00:00,2,0,0,3,21.32,25.0,83,39.0007,16,62,78,2011-04-16,15,4,Saturday,Summer,Light rain/snow,0.20512820512820512,0.7948717948717948,20-30,"(80.0, 100.0]"
2011-04-16 16:00:00,2,0,0,3,20.5,24.24,88,31.0009,6,27,33,2011-04-16,16,4,Saturday,Summer,Light rain/snow,0.18181818181818182,0.8181818181818182,20-30,"(80.0, 100.0]"
2011-04-16 17:00:00,2,0,0,3,20.5,24.24,88,39.0007,1,14,15,2011-04-16,17,4,Saturday,Summer,Light rain/snow,0.06666666666666667,0.9333333333333333,20-30,"(80.0, 100.0]"
2011-04-16 18:00:00,2,0,0,2,20.5,24.24,94,26.0027,6,32,38,2011-04-16,18,4,Saturday,Summer,Cloudy,0.15789473684210525,0.8421052631578947,20-30,"(80.0, 100.0]"
2011-04-16 19:00:00,2,0,0,2,21.32,25.0,94,27.9993,9,62,71,2011-04-16,19,4,Saturday,Summer,Cloudy,0.1267605633802817,0.8732394366197183,20-30,"(80.0, 100.0]"
2011-04-16 20:00:00,2,0,0,3,18.04,21.97,94,15.0013,4,49,53,2011-04-16,20,4,Saturday,Summer,Light rain/snow,0.07547169811320754,0.9245283018867925,10-20,"(80.0, 100.0]"
2011-04-16 21:00:00,2,0,0,2,18.04,21.97,94,0.0,1,13,14,2011-04-16,21,4,Saturday,Summer,Cloudy,0.07142857142857142,0.9285714285714286,10-20,"(80.0, 100.0]"
2011-04-16 22:00:00,2,0,0,3,17.22,21.21,100,0.0,2,22,24,2011-04-16,22,4,Saturday,Summer,Light rain/snow,0.08333333333333333,0.9166666666666666,10-20,"(80.0, 100.0]"
2011-04-16 23:00:00,2,0,0,2,18.04,21.97,77,19.0012,5,30,35,2011-04-16,23,4,Saturday,Summer,Cloudy,0.14285714285714285,0.8571428571428571,10-20,"(60.0, 80.0]"
2011-04-17 00:00:00,2,0,0,2,18.04,21.97,77,19.0012,4,29,33,2011-04-17,0,4,Sunday,Summer,Cloudy,0.12121212121212122,0.8787878787878788,10-20,"(60.0, 80.0]"
2011-04-17 01:00:00,2,0,0,1,17.22,21.21,67,15.0013,6,25,31,2011-04-17,1,4,Sunday,Summer,Clear,0.1935483870967742,0.8064516129032258,10-20,"(60.0, 80.0]"
2011-04-17 02:00:00,2,0,0,1,16.4,20.455,62,12.998,4,25,29,2011-04-17,2,4,Sunday,Summer,Clear,0.13793103448275862,0.8620689655172413,10-20,"(60.0, 80.0]"
2011-04-17 03:00:00,2,0,0,1,16.4,20.455,66,8.9981,12,13,25,2011-04-17,3,4,Sunday,Summer,Clear,0.48,0.52,10-20,"(60.0, 80.0]"
2011-04-17 04:00:00,2,0,0,1,14.76,18.18,76,7.0015,2,5,7,2011-04-17,4,4,Sunday,Summer,Clear,0.2857142857142857,0.7142857142857143,10-20,"(60.0, 80.0]"
2011-04-17 05:00:00,2,0,0,1,14.76,17.425,71,11.0014,2,1,3,2011-04-17,5,4,Sunday,Summer,Clear,0.6666666666666666,0.3333333333333333,10-20,"(60.0, 80.0]"
2011-04-17 06:00:00,2,0,0,1,14.76,15.91,66,30.0026,3,5,8,2011-04-17,6,4,Sunday,Summer,Clear,0.375,0.625,10-20,"(60.0, 80.0]"
2011-04-17 07:00:00,2,0,0,1,14.76,16.665,50,23.9994,2,14,16,2011-04-17,7,4,Sunday,Summer,Clear,0.125,0.875,10-20,"(40.0, 60.0]"
2011-04-17 08:00:00,2,0,0,1,15.58,19.695,46,26.0027,7,36,43,2011-04-17,8,4,Sunday,Summer,Clear,0.16279069767441862,0.8372093023255814,10-20,"(40.0, 60.0]"
2011-04-17 09:00:00,2,0,0,1,16.4,20.455,43,19.0012,31,71,102,2011-04-17,9,4,Sunday,Summer,Clear,0.30392156862745096,0.696078431372549,10-20,"(40.0, 60.0]"
2011-04-17 10:00:00,2,0,0,1,17.22,21.21,44,30.0026,91,120,211,2011-04-17,10,4,Sunday,Summer,Clear,0.4312796208530806,0.5687203791469194,10-20,"(40.0, 60.0]"
2011-04-17 11:00:00,2,0,0,1,18.86,22.725,41,27.9993,119,185,304,2011-04-17,11,4,Sunday,Summer,Clear,0.39144736842105265,0.6085526315789473,10-20,"(40.0, 60.0]"
2011-04-17 12:00:00,2,0,0,1,18.86,22.725,38,26.0027,167,187,354,2011-04-17,12,4,Sunday,Summer,Clear,0.4717514124293785,0.5282485875706214,10-20,"(20.0, 40.0]"
2011-04-17 13:00:00,2,0,0,1,20.5,24.24,34,26.0027,181,162,343,2011-04-17,13,4,Sunday,Summer,Clear,0.5276967930029155,0.47230320699708456,20-30,"(20.0, 40.0]"
2011-04-17 14:00:00,2,0,0,1,21.32,25.0,34,26.0027,170,191,361,2011-04-17,14,4,Sunday,Summer,Clear,0.4709141274238227,0.5290858725761773,20-30,"(20.0, 40.0]"
2011-04-17 15:00:00,2,0,0,1,22.14,25.76,32,35.0008,179,209,388,2011-04-17,15,4,Sunday,Summer,Clear,0.46134020618556704,0.538659793814433,20-30,"(20.0, 40.0]"
2011-04-17 16:00:00,2,0,0,1,22.14,25.76,30,23.9994,161,182,343,2011-04-17,16,4,Sunday,Summer,Clear,0.46938775510204084,0.5306122448979592,20-30,"(20.0, 40.0]"
2011-04-17 17:00:00,2,0,0,1,22.96,26.515,30,30.0026,143,163,306,2011-04-17,17,4,Sunday,Summer,Clear,0.4673202614379085,0.5326797385620915,20-30,"(20.0, 40.0]"
2011-04-17 18:00:00,2,0,0,1,22.96,26.515,30,26.0027,102,175,277,2011-04-17,18,4,Sunday,Summer,Clear,0.36823104693140796,0.631768953068592,20-30,"(20.0, 40.0]"
2011-04-17 19:00:00,2,0,0,1,22.96,26.515,30,19.9995,75,135,210,2011-04-17,19,4,Sunday,Summer,Clear,0.35714285714285715,0.6428571428571429,20-30,"(20.0, 40.0]"
2011-04-17 20:00:00,2,0,0,1,21.32,25.0,36,12.998,44,97,141,2011-04-17,20,4,Sunday,Summer,Clear,0.3120567375886525,0.6879432624113475,20-30,"(20.0, 40.0]"
2011-04-17 21:00:00,2,0,0,1,20.5,24.24,42,12.998,13,70,83,2011-04-17,21,4,Sunday,Summer,Clear,0.1566265060240964,0.8433734939759037,20-30,"(40.0, 60.0]"
2011-04-17 22:00:00,2,0,0,1,20.5,24.24,39,7.0015,21,49,70,2011-04-17,22,4,Sunday,Summer,Clear,0.3,0.7,20-30,"(20.0, 40.0]"
2011-04-17 23:00:00,2,0,0,1,18.04,21.97,67,11.0014,19,37,56,2011-04-17,23,4,Sunday,Summer,Clear,0.3392857142857143,0.6607142857142857,10-20,"(60.0, 80.0]"
2011-04-18 00:00:00,2,0,1,1,18.86,22.725,47,6.0032,15,24,39,2011-04-18,0,4,Monday,Summer,Clear,0.38461538461538464,0.6153846153846154,10-20,"(40.0, 60.0]"
2011-04-18 01:00:00,2,0,1,1,18.86,22.725,47,8.9981,11,8,19,2011-04-18,1,4,Monday,Summer,Clear,0.5789473684210527,0.42105263157894735,10-20,"(40.0, 60.0]"
2011-04-18 02:00:00,2,0,1,1,17.22,21.21,67,7.0015,14,2,16,2011-04-18,2,4,Monday,Summer,Clear,0.875,0.125,10-20,"(60.0, 80.0]"
2011-04-18 03:00:00,2,0,1,1,17.22,21.21,62,7.0015,6,1,7,2011-04-18,3,4,Monday,Summer,Clear,0.8571428571428571,0.14285714285714285,10-20,"(60.0, 80.0]"
2011-04-18 04:00:00,2,0,1,1,16.4,20.455,87,11.0014,2,4,6,2011-04-18,4,4,Monday,Summer,Clear,0.3333333333333333,0.6666666666666666,10-20,"(80.0, 100.0]"
2011-04-18 05:00:00,2,0,1,1,16.4,20.455,76,6.0032,0,16,16,2011-04-18,5,4,Monday,Summer,Clear,0.0,1.0,10-20,"(60.0, 80.0]"
2011-04-18 06:00:00,2,0,1,1,16.4,20.455,82,0.0,3,51,54,2011-04-18,6,4,Monday,Summer,Clear,0.05555555555555555,0.9444444444444444,10-20,"(80.0, 100.0]"
2011-04-18 07:00:00,2,0,1,1,18.86,22.725,63,0.0,12,156,168,2011-04-18,7,4,Monday,Summer,Clear,0.07142857142857142,0.9285714285714286,10-20,"(60.0, 80.0]"
2011-04-18 08:00:00,2,0,1,1,18.86,22.725,63,0.0,20,277,297,2011-04-18,8,4,Monday,Summer,Clear,0.06734006734006734,0.9326599326599326,10-20,"(60.0, 80.0]"
2011-04-18 09:00:00,2,0,1,2,20.5,24.24,55,7.0015,37,132,169,2011-04-18,9,4,Monday,Summer,Cloudy,0.21893491124260356,0.7810650887573964,20-30,"(40.0, 60.0]"
2011-04-18 10:00:00,2,0,1,2,21.32,25.0,55,7.0015,41,68,109,2011-04-18,10,4,Monday,Summer,Cloudy,0.3761467889908257,0.6238532110091743,20-30,"(40.0, 60.0]"
2011-04-18 11:00:00,2,0,1,2,22.14,25.76,52,6.0032,36,87,123,2011-04-18,11,4,Monday,Summer,Cloudy,0.2926829268292683,0.7073170731707317,20-30,"(40.0, 60.0]"
2011-04-18 12:00:00,2,0,1,2,22.96,26.515,49,6.0032,60,124,184,2011-04-18,12,4,Monday,Summer,Cloudy,0.32608695652173914,0.6739130434782609,20-30,"(40.0, 60.0]"
2011-04-18 13:00:00,2,0,1,2,22.96,26.515,49,11.0014,41,128,169,2011-04-18,13,4,Monday,Summer,Cloudy,0.24260355029585798,0.757396449704142,20-30,"(40.0, 60.0]"
2011-04-18 14:00:00,2,0,1,2,23.78,27.275,49,12.998,49,95,144,2011-04-18,14,4,Monday,Summer,Cloudy,0.3402777777777778,0.6597222222222222,20-30,"(40.0, 60.0]"
2011-04-18 15:00:00,2,0,1,2,24.6,31.06,43,12.998,64,112,176,2011-04-18,15,4,Monday,Summer,Cloudy,0.36363636363636365,0.6363636363636364,20-30,"(40.0, 60.0]"
2011-04-18 16:00:00,2,0,1,1,24.6,31.06,46,19.0012,40,165,205,2011-04-18,16,4,Monday,Summer,Clear,0.1951219512195122,0.8048780487804879,20-30,"(40.0, 60.0]"
2011-04-18 17:00:00,2,0,1,1,23.78,27.275,49,19.0012,66,362,428,2011-04-18,17,4,Monday,Summer,Clear,0.1542056074766355,0.8457943925233645,20-30,"(40.0, 60.0]"
2011-04-18 18:00:00,2,0,1,1,26.24,31.06,31,23.9994,41,321,362,2011-04-18,18,4,Monday,Summer,Clear,0.1132596685082873,0.8867403314917127,20-30,"(20.0, 40.0]"
2011-04-18 19:00:00,2,0,1,1,22.96,26.515,46,16.9979,42,244,286,2011-04-18,19,4,Monday,Summer,Clear,0.14685314685314685,0.8531468531468531,20-30,"(40.0, 60.0]"
2011-04-18 20:00:00,2,0,1,1,24.6,31.06,33,19.9995,29,136,165,2011-04-18,20,4,Monday,Summer,Clear,0.17575757575757575,0.8242424242424242,20-30,"(20.0, 40.0]"
2011-04-18 21:00:00,2,0,1,1,22.96,26.515,37,19.0012,20,131,151,2011-04-18,21,4,Monday,Summer,Clear,0.13245033112582782,0.8675496688741722,20-30,"(20.0, 40.0]"
2011-04-18 22:00:00,2,0,1,1,21.32,25.0,55,19.0012,9,81,90,2011-04-18,22,4,Monday,Summer,Clear,0.1,0.9,20-30,"(40.0, 60.0]"
2011-04-18 23:00:00,2,0,1,1,20.5,24.24,59,16.9979,11,35,46,2011-04-18,23,4,Monday,Summer,Clear,0.2391304347826087,0.7608695652173914,20-30,"(40.0, 60.0]"
2011-04-19 00:00:00,2,0,1,1,20.5,24.24,55,15.0013,2,23,25,2011-04-19,0,4,Tuesday,Summer,Clear,0.08,0.92,20-30,"(40.0, 60.0]"
2011-04-19 01:00:00,2,0,1,1,18.86,22.725,63,15.0013,5,2,7,2011-04-19,1,4,Tuesday,Summer,Clear,0.7142857142857143,0.2857142857142857,10-20,"(60.0, 80.0]"
2011-04-19 02:00:00,2,0,1,1,18.86,22.725,67,19.0012,8,5,13,2011-04-19,2,4,Tuesday,Summer,Clear,0.6153846153846154,0.38461538461538464,10-20,"(60.0, 80.0]"
2011-04-19 03:00:00,2,0,1,1,19.68,23.485,63,15.0013,0,3,3,2011-04-19,3,4,Tuesday,Summer,Clear,0.0,1.0,10-20,"(60.0, 80.0]"
2011-04-19 04:00:00,2,0,1,1,18.86,22.725,67,6.0032,1,4,5,2011-04-19,4,4,Tuesday,Summer,Clear,0.2,0.8,10-20,"(60.0, 80.0]"
2011-04-19 05:00:00,2,0,1,2,18.86,22.725,72,12.998,1,17,18,2011-04-19,5,4,Tuesday,Summer,Cloudy,0.05555555555555555,0.9444444444444444,10-20,"(60.0, 80.0]"
2011-04-19 06:00:00,2,0,1,2,19.68,23.485,67,0.0,2,63,65,2011-04-19,6,4,Tuesday,Summer,Cloudy,0.03076923076923077,0.9692307692307692,10-20,"(60.0, 80.0]"
2011-04-19 07:00:00,2,0,1,2,21.32,25.0,55,0.0,22,166,188,2011-04-19,7,4,Tuesday,Summer,Cloudy,0.11702127659574468,0.8829787234042553,20-30,"(40.0, 60.0]"
2011-04-19 08:00:00,2,0,1,2,20.5,24.24,68,8.9981,20,331,351,2011-04-19,8,4,Tuesday,Summer,Cloudy,0.05698005698005698,0.9430199430199431,20-30,"(60.0, 80.0]"
2011-04-19 09:00:00,2,0,1,3,21.32,25.0,63,6.0032,23,139,162,2011-04-19,9,4,Tuesday,Summer,Light rain/snow,0.1419753086419753,0.8580246913580247,20-30,"(60.0, 80.0]"
2011-04-19 10:00:00,2,0,1,2,20.5,24.24,72,15.0013,15,60,75,2011-04-19,10,4,Tuesday,Summer,Cloudy,0.2,0.8,20-30,"(60.0, 80.0]"
2011-04-19 11:00:00,2,0,1,2,22.14,25.76,68,11.0014,19,53,72,2011-04-19,11,4,Tuesday,Summer,Cloudy,0.2638888888888889,0.7361111111111112,20-30,"(60.0, 80.0]"
2011-04-19 12:00:00,2,0,1,2,22.14,25.76,64,6.0032,19,84,103,2011-04-19,12,4,Tuesday,Summer,Cloudy,0.18446601941747573,0.8155339805825242,20-30,"(60.0, 80.0]"
2011-04-19 13:00:00,2,0,1,2,22.14,25.76,68,15.0013,26,103,129,2011-04-19,13,4,Tuesday,Summer,Cloudy,0.20155038759689922,0.7984496124031008,20-30,"(60.0, 80.0]"
2011-04-19 14:00:00,2,0,1,2,22.14,25.76,64,12.998,19,88,107,2011-04-19,14,4,Tuesday,Summer,Cloudy,0.17757009345794392,0.822429906542056,20-30,"(60.0, 80.0]"
2011-04-19 15:00:00,2,0,1,2,22.14,25.76,65,11.0014,44,83,127,2011-04-19,15,4,Tuesday,Summer,Cloudy,0.3464566929133858,0.6535433070866141,20-30,"(60.0, 80.0]"
2011-04-19 16:00:00,2,0,1,1,22.96,26.515,52,19.9995,30,162,192,2011-04-19,16,4,Tuesday,Summer,Clear,0.15625,0.84375,20-30,"(40.0, 60.0]"
2011-04-19 17:00:00,2,0,1,1,22.96,26.515,60,7.0015,39,372,411,2011-04-19,17,4,Tuesday,Summer,Clear,0.0948905109489051,0.9051094890510949,20-30,"(40.0, 60.0]"
2011-04-19 18:00:00,2,0,1,2,22.14,25.76,64,8.9981,44,377,421,2011-04-19,18,4,Tuesday,Summer,Cloudy,0.10451306413301663,0.8954869358669834,20-30,"(60.0, 80.0]"
2011-04-19 19:00:00,2,0,1,2,20.5,24.24,72,12.998,28,248,276,2011-04-19,19,4,Tuesday,Summer,Cloudy,0.10144927536231885,0.8985507246376812,20-30,"(60.0, 80.0]"
2011-04-19 20:00:00,2,0,1,2,20.5,24.24,72,15.0013,20,148,168,2011-04-19,20,4,Tuesday,Summer,Cloudy,0.11904761904761904,0.8809523809523809,20-30,"(60.0, 80.0]"
2011-04-19 21:00:00,2,0,1,2,20.5,24.24,72,8.9981,8,114,122,2011-04-19,21,4,Tuesday,Summer,Cloudy,0.06557377049180328,0.9344262295081968,20-30,"(60.0, 80.0]"
2011-04-19 22:00:00,2,0,1,1,19.68,23.485,77,6.0032,3,109,112,2011-04-19,22,4,Tuesday,Summer,Clear,0.026785714285714284,0.9732142857142857,10-20,"(60.0, 80.0]"
2011-04-19 23:00:00,2,0,1,1,18.86,22.725,88,6.0032,11,41,52,2011-04-19,23,4,Tuesday,Summer,Clear,0.21153846153846154,0.7884615384615384,10-20,"(80.0, 100.0]"
2011-05-01 00:00:00,2,0,0,1,17.22,21.21,67,6.0032,19,77,96,2011-05-01,0,5,Sunday,Summer,Clear,0.19791666666666666,0.8020833333333334,10-20,"(60.0, 80.0]"
2011-05-01 01:00:00,2,0,0,1,17.22,21.21,69,7.0015,9,50,59,2011-05-01,1,5,Sunday,Summer,Clear,0.15254237288135594,0.847457627118644,10-20,"(60.0, 80.0]"
2011-05-01 02:00:00,2,0,0,1,17.22,21.21,77,7.0015,7,43,50,2011-05-01,2,5,Sunday,Summer,Clear,0.14,0.86,10-20,"(60.0, 80.0]"
2011-05-01 03:00:00,2,0,0,1,16.4,20.455,82,7.0015,8,15,23,2011-05-01,3,5,Sunday,Summer,Clear,0.34782608695652173,0.6521739130434783,10-20,"(80.0, 100.0]"
2011-05-01 04:00:00,2,0,0,1,16.4,20.455,76,7.0015,6,11,17,2011-05-01,4,5,Sunday,Summer,Clear,0.35294117647058826,0.6470588235294118,10-20,"(60.0, 80.0]"
2011-05-01 05:00:00,2,0,0,1,16.4,20.455,82,6.0032,0,10,10,2011-05-01,5,5,Sunday,Summer,Clear,0.0,1.0,10-20,"(80.0, 100.0]"
2011-05-01 06:00:00,2,0,0,2,16.4,20.455,82,6.0032,4,9,13,2011-05-01,6,5,Sunday,Summer,Cloudy,0.3076923076923077,0.6923076923076923,10-20,"(80.0, 100.0]"
2011-05-01 07:00:00,2,0,0,2,17.22,21.21,77,6.0032,7,26,33,2011-05-01,7,5,Sunday,Summer,Cloudy,0.21212121212121213,0.7878787878787878,10-20,"(60.0, 80.0]"
2011-05-01 08:00:00,2,0,0,2,18.04,21.97,77,8.9981,16,43,59,2011-05-01,8,5,Sunday,Summer,Cloudy,0.2711864406779661,0.7288135593220338,10-20,"(60.0, 80.0]"
2011-05-01 09:00:00,2,0,0,2,18.86,22.725,72,8.9981,45,96,141,2011-05-01,9,5,Sunday,Summer,Cloudy,0.3191489361702128,0.6808510638297872,10-20,"(60.0, 80.0]"
2011-05-01 10:00:00,2,0,0,2,19.68,23.485,63,12.998,109,155,264,2011-05-01,10,5,Sunday,Summer,Cloudy,0.4128787878787879,0.5871212121212122,10-20,"(60.0, 80.0]"
2011-05-01 11:00:00,2,0,0,1,18.86,22.725,82,7.0015,109,141,250,2011-05-01,11,5,Sunday,Summer,Clear,0.436,0.564,10-20,"(80.0, 100.0]"
2011-05-01 12:00:00,2,0,0,2,19.68,23.485,77,7.0015,109,172,281,2011-05-01,12,5,Sunday,Summer,Cloudy,0.3879003558718861,0.6120996441281139,10-20,"(60.0, 80.0]"
2011-05-01 13:00:00,2,0,0,2,20.5,24.24,63,11.0014,123,209,332,2011-05-01,13,5,Sunday,Summer,Cloudy,0.3704819277108434,0.6295180722891566,20-30,"(60.0, 80.0]"
2011-05-01 14:00:00,2,0,0,2,20.5,24.24,68,7.0015,85,153,238,2011-05-01,14,5,Sunday,Summer,Cloudy,0.35714285714285715,0.6428571428571429,20-30,"(60.0, 80.0]"
